,popularity,vote_count,id,original_language,genre_ids,title,vote_average,overview,release_date
17,10.456,0,718416,en,"[53, 27, 80, 18, 9648]",Smiley Face Killers,0.0,"Handsome young soccer player Jake Graham believes he is going insane- unable to shake the feeling of being stalked by something, by someone. His friends and everyone around him believe he's just anxious and prone to paranoia, questioning his mental state. But Jake is actually being followed by a small group of serial killers that track, drug, torture and drown beautiful young men leaving only a graffiti Smiley Face as their signature.",2020-12-08
18,8.073,1,549294,en,"[27, 878, 18]",Synchronic,1.0,"Two New Orleans paramedics' lives are ripped apart after encountering a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",2020-10-23
19,11.872,0,713479,en,"[28, 35, 27]",Creatures,0.0,A group of astronomy students get more than they bargained for after finding an injured alien who is being targeted by a group of bloodthirsty CREATURES!.,2020-12-01
0,14.318,14,728123,sv,[99],I Am Greta,5.1,"Greta Thunberg, a 15-year-old student in Sweden, started a school strike for the climate as her question for adults was, if you don’t care about my future on earth, why should I care about my future in school? Within months, her strike evolved into a global movement as the quiet teenage girl on the autism spectrum becomes a world-famous activist.",2020-10-16
1,12.022,0,522772,en,[14],Sk8r Grrl,0.0,A gang of skater girls use newfound magic to save New York City from a coven of reptilian witches.,2020-11-22
2,14.185,0,761457,pt,"[27, 9648]",Último Pesadelo,0.0,,2020-11-18
3,10.684,21,536396,en,[18],Blackbird,6.9,"A terminally ill mother invites her family to their country house for one final gathering, but tensions quickly boil over between her two daughters.",2020-09-23
4,10.852,0,627103,en,"[35, 10749]","Love, Weddings and Other Disasters",0.0,"The female-driven, multi-story rom-com follows the people who work to create the perfect wedding day for the spouses-to-be even as their own relationships are outlandish and imperfect.",2020-12-04
5,10.568,103,605735,fr,"[35, 10751]",10 Days Without Mum,5.9,"Antoine is the Head of HR of a big company. Managing people is his thing, so when his overwhelmed wife suddenly decides to go on holiday and leave him with the responsibility of the house and their four kids, he knows it will be a piece of cake for him. But Antoine has drastically underestimated the mess that four mischievous kids can cause...",2020-02-19
6,10.663,36,718840,en,"[35, 10749]",A Nice Girl Like You,6.4,"Lucy Neal is thrown for a loop when she is accused of being too inhibited by her ex-boyfriend. In an effort to prove him wrong, Lucy creates a rather wild to-do list that sends her on a whirlwind and surprising journey of self-discovery, friendship, and new love.",2020-07-18
7,11.555,0,717380,en,[],SIX60: Till the Lights Go Out,0.0,"In 2019, SIX60 defied all convention when they attempted to be the first-ever New Zealand band to headline a concert at Western Springs Stadium. Alongside jaw-dropping coverage of their record-breaking concert is never seen before archival footage of Matiu Walters, Ji Fraser, Eli Paewai, Marlon Gerbes and Chris Mac on the extraordinary road they’ve taken to achieve a power of an appeal unseen in Aotearoa.",2020-11-26
8,9.782,0,532961,ja,"[16, 35, 12, 14]",Looking for Witch Apprentices,0.0,"The story follows 27-year-old Tokyo office worker Mire Yoshizuki who just returned to Japan, 22-year-old fourth-year college student Sora Nagase who aspires to be a teacher, and 20-year-old boyish, part-time Hiroshima okonomiyaki shop worker and freelancer Reika Kawatani. What draws together these three women from completely different walks of life is a magic gem. A ""New Magical Story"" begins when they are mysteriously brought together by chance and embark on a journey.",2020-11-13
9,13.468,0,581734,en,[18],Nomadland,0.0,"A woman in her sixties embarks on a journey through the Western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",2020-11-30
10,9.062,0,642208,en,[18],Supernova,0.0,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",2020-11-27
11,9.195,128,613349,fr,[35],A Good Doctor,6.7,"On Christmas eve, Serge is the only on-call emergency doctor available. Struck by a crippling back-ache, he gets help from a pizza delivery boy who will need to step in the doctor's shoes.",2019-12-11
12,11.838,3,523366,en,"[16, 12, 10751]",Dragon Rider,8.7,"An unlikely trio of heroes – a dragon, a boy and a forest brownie – embark on an epic adventure to find the “Rim of Heaven” - the mythological safe haven for all dragons.",2020-10-15
13,13.103,80,597088,ka,"[18, 10749]",And Then We Danced,7.7,Merab has been training since a young age at the National Georgian Ensemble with his dance partner Mary. His world is suddenly turned upside down when the charismatic and carefree Irakli arrives and becomes both his strongest rival and desire. In this conservative setting Merab finds himself having to break free and risk it all.,2019-09-13
14,12.313,0,633908,en,[35],The Stand In,0.0,The story of a disaffected comedy actress and her ambitious stand-in trading places.,2020-12-03
15,12.874,0,628333,en,"[18, 10749]",Wild Mountain Thyme,0.0,"Family conflicts arise when the patriarch threatens to give their farm over to an American nephew as opposed to his own son. Based off John Patrick Shanley's play ""Outside Mullingar"".",2020-12-11
16,12.189,43,477428,cs,"[18, 10752]",The Painted Bird,7.1,A young boy wanders Eastern Europe during World War II.,2019-09-12
17,9.019,54,426258,en,"[53, 18]",The Strange Ones,5.5,"Mysterious events surround the travels of two brothers as they make their way across a remote American landscape. On the surface all seems normal, but what appears to be a simple vacation soon gives way to a dark and complex web of secrets. This is the feature film version of the 2011 short film going by the same name.",2018-01-05
18,12.23,0,655831,id,[18],Tarung Sarung,0.0,"Deni Ruso was born from one of the richest families in Indonesia. For Deni money is everything, he even lost faith in God. Everything change when he goes to Makassar to take care of the family business, and meets Tenri, a Makassar activist girl who hates Ruso Corp as an environmental destroyer capitalist.",2020-11-19
19,8.678,111,192538,en,"[36, 28, 12]",Hammer of the Gods,4.5,"Action epic sees a passionate young man transform into a brutal warrior as he travels the unforgiving landscape in search of his long lost brother Hakan The Ferrocious, whose people are relying on him to restore order to their kingdom.",2013-07-05
0,12.093,40,508330,en,"[27, 53, 9648]",Awoken,6.2,"Karla, a young medical student, is trying to cure her brother, Blake, from a terminal sleep illness called Fatal Familial Insomnia, where you are unable to sleep until you die. On her quest to treat him, a more sinister reason for his condition is revealed.",2020-05-07
1,12.079,0,650747,es,[35],Unfortunate stories,0.0,"Four interconnected plots starring Ramón, a young heir; Bermejo, a tourist obsessed with order; Ayoub, an African immigrant pursuing his dream; and Alipio, a businessman addicted with gambling.",2020-11-19
2,10.666,0,754929,en,[],The Loss Adjuster,0.0,"Hapless Insurance Loss Adjuster - Martin Dyer - feels his life is spiralling out of control but discovers that even when you reach rock bottom, that some clouds really do have a silver lining.",2020-11-27
3,10.739,30,537140,en,"[18, 10749]",Hope Gap,6.0,A couple's visit with their son takes a dramatic turn when the father tells him he plans on leaving his mother.,2019-10-03
4,11.332,5,554761,en,[18],Falling,7.2,"John Peterson lives with his partner Eric and their adopted daughter in Southern California. When he is visited by his aging father Willis from Los Angeles who is searching for a place to retire, their two very different worlds collide.",2020-10-02
5,10.626,0,572488,en,"[18, 16]",A Christmas Carol,0.0,"The radical new take on Dickens’ classic seeks both to exhume the original story’s gritty commentary on social inequality and the corrupting influence of greed, and to breathe new life into the lyricism of the original text by setting its scenes to extraordinary tableaux of modern dance.",2020-12-04
6,11.548,0,760054,en,"[80, 53, 18]",Silent Night,0.0,"Mark, a low end South London hitman recently released from prison, tries to go straight for his daughter, but gets drawn back in by Alan, his former cellmate, to do one final job.",2020-12-11
7,11.659,0,759306,th,"[28, 35]",Riam Sing,0.0,"'Riam' is extremely envious of her sister 'Ram' because she is beautiful, mannered and sweet. That's making Riam even more envious and pranking her sister. But everything changed because of the arrival of the thief has capture Ram and her mother. Riam and the 'Riam Sing' gang have to go on an adventure to help her family.",2020-11-19
8,11.491,0,642114,ru,[53],Deadly Illusions,0.0,"The famous illusionists, the Romanov brothers, present to the public their grandiose show, after which they are going to end their joint performances because of the accumulated mutual claims. In the first issue, with the disappearance of the assistant from the aquarium filled with water, something goes wrong - it does not appear in the right place. Immediately in the stage headphones of the brothers, the voice of an unknown person says that the girl is with him. He also changed the way complex mechanisms work for tricks. And now they pose a threat to the lives of the brothers. But if the show does not continue, the “voice” will kill the assistant ... The beloved girl of one of the brothers.",2020-11-19
9,11.448,0,566135,ja,[],Tezuka's Barbara,0.0,An author develops a near-insane obsession with a mysterious woman.,2020-11-20
10,11.291,0,583754,ru,[18],Young Blooded Wine,0.0,Student friends Mila and Lucy are relaxing on the seashore in the house of a cordial and kind gardener of Glory. Female friendships are put to the test after a chance meeting with a man from Mila’s past. The love quadrilateral threatens to spoil the vacation and the whole life of the heroes.,2020-11-19
11,9.078,0,583757,en,[18],Princess of the Row,0.0,"The inspiring tale of a runaway foster child who will stop at nothing to live with the only family she knows: her homeless, mentally-ill veteran father who lives on the streets of LA's skid row.",2020-11-27
12,11.162,22,589540,es,"[18, 80, 53]",Spider,7.5,Three friends are part of a fascist opposition group in the chaotic Chile of the early 70's and together commit a political crime that changes the history of the country and incidentally involves them in a betrayal that separates them forever.,2019-08-15
13,8.582,29,512603,no,[18],Out Stealing Horses,6.5,"November 1999. 67-year-old Trond lives in new-found solitude and looks forward to spending New Year's Eve 2000 alone. As winter arrives he discovers he has a neighbor, a man Trond knew back in 1948, the summer he turned 15 and the summer Trond's father prepared him to carry the burden of his forthcoming betrayal and disappearance.",2019-03-08
14,7.743,0,611114,en,"[35, 18]",I Met a Girl,0.0,"An impulsive musician struggling with schizophrenia falls for a mysterious woman who may be all in his head. When she suddenly vanishes, he takes off on a cross- country journey across Australia to find her, forcing his long-suffering brother to try to rescue him.",2020-11-26
15,10.805,0,661566,uk,[],Numbers,0.0,"Ten figures walk around in a circle. All they have is a number. The “Great Zero” monitors them. Based on a dystopian parable by Oleg Sentsov, this film was created between Kyiv and the Siberian penal colony where Sentsov spent five years as a political prisoner.",2020-11-19
16,10.804,0,760510,ko,[16],추억의 검정고무신,0.0,,2020-11-19
17,10.769,0,530368,hu,[18],Spirál,0.0,,2020-11-19
18,10.748,0,757910,da,[10751],Malou's Christmas,0.0,"Trouble child, Malou is sent to live with new foster parents BIBI and LEIF on a small island. Malou resents everything and everyone, and just wants to escape. Local gnome, Nils hates change, and he hates Malou. The two form a pact to get her thrown off the island. But Malou finds personal success in helping Leif chop down Christmas trees, and before long she realizes that she's made a terrible mistake. But the gnome pact cannot be voided. Nils destroys the farm's traditional Christmas market and throws the blame on Malou. The trouble child has to step up and prove herself. After a fierce battle with Nils, Malou manages to restore her relationship with her new parents and save Christmas.",2020-11-19
19,10.7,0,747604,ko,[99],The Carthusian Cloistered Monastery,0.0,,2020-11-19
0,10.208,10,575773,en,[18],Rocks,6.9,A teenage girl suddenly finds herself struggling to take care of herself and her younger brother.,2020-09-09
1,8.962,0,630004,en,"[28, 53]",Way Down,0.0,"Learning that a legendary lost treasure will be deposited in the bank's safe for just 10 days, Thom masterminds a meticulous plan along with charismatic art dealer Walter to break into the Bank. But they have only 90 minutes to do so, when the bank's staff will be mightily distracted by the 2010 soccer World Cup final",2020-11-26
2,10.543,0,762658,fr,[18],Caravage & Moi,0.0,,2020-11-18
3,10.486,0,757554,ru,[35],Intruders,0.0,"The beautiful and self-confident Mila is trying to find a groom for the quiet and shy Lyuba. One evening they barely get away from the local punks and find themselves in the cozy house of the local guy Slava. Here they are found by the favorite of women Kolya, with whom Mila once had an affair. As a result, the inconspicuous and unlucky Lyuba takes her beloved away from the bright and successful Mila and leaves with him to Moscow. And Mila remains in the house by the sea and marries the humble Slava. Twenty years later, the heroes are waiting for a new meeting and a new turn in fate.",2020-11-19
4,9.922,0,739267,zh,[18],Classmates Minus,0.0,"A group of former high school pals who see their friendship put to test amid their struggles with love, marriage and careers.",2020-11-20
5,10.352,0,718118,bn,[],Bhotbhoti,0.0,"A fantasy romantic tale of a mermaid, this film is unique in its content. Directed by Tathagata Mukherjee, this film stars Bibriti Chatterjee in the lead, and is produced by PSS Entertainments and Pramod Films.",2020-11-19
6,7.359,0,759130,en,[],Glitter Land,0.0,A young and timid artist embarks on a fantastical journey after escaping a field trip with her antagonistic teacher. Will she find her way to Glitter Land?,2020-11-22
7,9.148,0,713946,fi,"[35, 10749]",Stand Up,0.0,"Recently unemployed and feeling a little bit lost, Maria takes part in stand-up class and ends up on competition tour for novice comedians.",2020-11-20
8,9.149,0,760726,es,[],Wintersong,0.0,"Danielle, a young musician, sets off on a journey with Diego, her best friend, while both of them face the pain of breaking-up with their partners. Ending up at the north border of Mexico, they’ll have to use their abilities as musicians to survive as they get to know the complicated context between the US and Mexico. Two broken hearts, two friends, a road trip, a new lover, but fundamentally, a deep need to find themselves.",2020-11-20
9,6.299,5,720755,en,"[35, 18]",The Kid Detective,6.4,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",2020-10-16
10,9.948,0,760556,en,"[10749, 35, 18]",Lost at Christmas,0.0,"Set in the remote Scottish town of Fort William on Christmas Eve, when life is turned upside down for Jen and Rob. Suddenly finding themselves heartbroken, single and stranded, they team up to try and reach home 100 miles away to be with their families. ""Borrowing"" Jen’s now ex-boyfriend’s classic car, the pair hit the road, but it’s not long before the weather turns for the worse forcing them to continue their journey on foot.",2020-12-04
11,5.632,0,498402,fr,"[18, 35]",The Power of Love (Famous),0.0,The life story of Canadian singing sensation Céline Dion.,2020-11-11
12,9.747,0,575072,ru,"[53, 18, 878]",Run,0.0,"Sergey is a Russian athletics champion whose career is destroyed in a moment by a car accident. Then he discovers that while his injuries have diminished his athletic abilities, they have also given him paranormal abilities to see the past, when his heart races too fast. Meanwhile, detective Nastya is trying to stop a maniac who is killing women in the city. And, somehow, all the victims are related to Sergey, who will need to master his new powers to stop the murderer.",2020-11-19
13,8.07,0,625658,tl,[18],Fan Girl,0.0,An obsessed teenage fan finds herself inside a mansion with her celebrity idol she thought she knew and learns exactly why they say never meet your heroes.,2020-11-20
14,8.424,18,595931,en,"[35, 18]",The Climb,6.8,A look at the friendship between two guys that spans over many years.,2020-07-29
15,8.181,0,570871,de,"[18, 878, 14]",Final Voyage,0.0,"Two dissimilar men in a small, old spaceship set off in search of a new home.",2020-12-03
16,9.468,0,730596,en,"[80, 18, 35]",Benevolence,0.0,"Charley White lives under the same roof with three of his unreliable friends. Together they steal their food and furniture by posing as fake house movers to take furniture and daily newspaper drivers to make money.  After slowly losing money, they are unable to fully pay for their rent and have to pay double the amount next month. Becoming panicked, Charley slowly develops a plan to join the local ""Red Hearts Charity"", become the organizer's head, and slowly feed donated money out into their own pocket.",2020-11-20
17,9.446,0,540023,en,"[18, 10749]",Wander Darkly,0.0,New parents Adrienne and Matteo are forced to reckon with trauma amidst their troubled relationship. They must revisit the memories of their past and unravel haunting truths in order to face their uncertain future.,2020-12-11
18,6.964,11,607383,en,"[35, 27]",Aquaslash,3.8,"To celebrate their graduation, the teenagers from Valley Hills High School have organized an ’80s-themed party at the old Wet Valley water park. Things turn gruesome when it's revealed that a mysterious maniac has inserted giant razor blades into one of the water slides. The water park thus becomes the backdrop for a bloodbath (literally), and everyone is a suspect...",2020-06-23
19,5.692,17,581526,ko,"[28, 80]",Deliver Us from Evil,7.6,"In-nam (HWANG Jung-min) is a Korean hitman living in Japan who completes what he has decided will be his final job. But soon after, he learns that the daughter of a woman from his past (CHOI Hee-seo), who now lives in Thailand, has been kidnapped. He heads to Southeast Asia to find the child, after a brief stop in Incheon, where he is helped by the bar worker Yoo-yi (PARK Jung-min). However, he has not reached Thailand alone, as on his trail is the vicious gangster Ray (LEE Jung-jae), whose brother was recently assassinated by In-nam.",2020-08-05
0,9.066,8,545237,en,[18],The Nest,7.0,"Rory is an ambitious entrepreneur who brings his American wife and kids to his native country, England, to explore new business opportunities. After abandoning the sanctuary of their safe American suburban surroundings, the family is plunged into the despair of an archaic '80s Britain and their unaffordable new life in an English manor house threatens to destroy the family.",2020-05-08
1,9.149,0,754899,zh,[18],Babi,0.0,,2020-11-20
2,8.528,0,761514,es,[99],Anatomía de un Dandy,0.0,,2020-11-20
3,7.735,0,631884,en,[53],Happy Suicide,0.0,A woman wants to protect her lover from a horrible secret and she makes a decision to protect him and his child even if she lost her own life because she thought that is love unconditionally.,2020-12-11
4,8.917,0,663870,da,[35],Riders of Justice,0.0,"The deployed military man Markus has to go home to his teenage daughter, Mathilde, when his wife dies in a tragic train accident. It seems to be plain bad luck – until the mathematics geek Otto shows up with his two eccentric colleagues, Lennart and Emmenthaler. Otto was also a passenger on the wrecked train. He is convinced someone must have been behind it. As the clues pile up, it becomes clear to Markus that it might have been a carefully orchestrated assassination, which his wife ended up being a random casualty of.",2020-11-19
5,8.893,66,429977,de,"[35, 28]",Hot Dog,5.6,A pair of Tactical Units Police Officers from different walks of life come together to rescue an ambassador's daughter.,2018-01-18
6,7.886,16,534789,en,"[10751, 16, 12]",Thomas & Friends: Big World! Big Adventures! The Movie,7.4,"Thomas leaves Sodor to fulfil his dream of seeing the world. This heroic quest takes Thomas across deserts, through jungles and over dangerous mountains as he travels across five continents seeing sights he has never seen before.",2018-07-20
7,7.394,35,621707,en,"[27, 53, 9648]",The Vigil,5.7,A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity.,2020-07-29
8,7.738,0,733513,no,"[18, 35]",Oslo Copenhagen,0.0,"A Norwegian couple invites their Danish friends on a ferry trip between Norway and Denmark. On the journey, something catastrophic happens and they ask them a question that puts everyone's relationship in jeopardy.",2020-11-20
9,5.349,49,659699,fr,[35],Delete History,5.4,"In a provincial suburb, three neighbours come to terms with the consequences of the new world of social media. Marie, who lives off her husband’s family allowance, is afraid of losing her son’s respect because of a sex tape. Bertrand can’t say no to advertising calls and is fighting to protect his daughter, who is being bullied online. Christine, after losing everything because of her addiction to TV series, wonders why her rating as an Uber driver is not taking off. These three lone fighters are incapable of finding a solution to their problems on their own — until they join forces to declare war on the tech giants.",2020-08-26
10,8.467,240,613080,it,"[35, 14]",Once Upon a Time in Bethlehem,6.3,"A thief and a priest end up magically transported in the year 0's Palestine, where they'll have to make sure that the Nativity will follow its course.",2019-12-12
11,7.474,0,653708,en,[18],Herself,0.0,"Struggling to provide her daughters with a safe, happy home, Sandra decides to build one - from scratch. Using all her ingenuity to make her ambitious dream a reality, Sandra draws together a community to lend a helping hand to build her house and ultimately recover her own sense of self.",2020-11-26
12,6.473,45,582887,fr,"[18, 10749, 35]",The Best Years of a Life,6.7,"They knew each other long ago: a man and a woman whose dazzling and unexpected romance captured in the now-iconic film, revolutionized our understanding of love. Today, the former race car driver seems lost in the pathways of his memory. In order to help him, his son seeks out the woman his father wasn’t able to cherish but whom he constantly revisits in his thoughts and dreams. Anne reunites with Jean-Louis and their story picks up where they left it…",2019-05-22
13,8.009,0,651589,es,"[53, 80]",Hasta el cielo,0.0,,2020-11-27
14,8.289,0,750484,no,[10751],Bo Bear Celebrates Christmas,0.0,"When Johannes does not find any traces of Santa in the Santa workshop, he becomes worried that it may not be a proper Christmas this year. Johannes can not risk it, so he and Brillebjørn do everything they can for Santa to visit them on Christmas Eve.",2020-11-20
15,8.268,30,348672,sv,"[18, 35]",About Endlessness,6.6,"Inspired by “One Thousand and One Nights,” the celebrated collection of Middle Eastern and Indian folk tales, “About Endlessness,” in its juxtaposition of tableaux capturing moments in life, explores the preciousness and beauty of our existence, awakening in us the wish to maintain this eternal treasure and pass it on.",2019-11-15
16,8.035,0,751163,pl,"[37, 18]",Magnezja,0.0,,2020-11-20
17,6.36,4,649137,en,"[99, 10402]",Billie,7.0,"‘Lady Day’ was one of the greatest jazz vocalists the world ever heard. In 1971, journalist Linda Lipnack Kuehl set out to write the definitive biography of Billie Holiday. Before her mysterious death in 1978, Lipnack Kuehl had taped over 200 hours of interviews. The tapes have never been heard. Now they form the basis of an atmospheric, multi-layered documentary that captures the many complex facets of a proud black woman, violent drug addict, loyal friend, vindictive lover and unforgettable singer of ‘God Bless The Child’, ‘Saddest Tale’ and the haunting ‘Strange Fruit’.",2020-09-30
18,5.758,4,601131,en,"[16, 12, 35, 10751]",Norm of the North: King Sized Adventure,7.6,"An ancient Chinese artifact has been stolen by a villainous archaeologist named Dexter. With the help of his Lemming friends, Norm must keep his word and embark on a journey across the world to help recover the artifact for the people of China.",2019-06-11
19,7.67,0,761317,pt,[99],Caminhos Encobertos,0.0,"Karai Mirim and Karai Jekupe are Guarani Mbya leaders who live in the Jaraguá Indigenous Land, in São Paulo. As they ascend the Pico do Jaraguá, they tell the Guarani history of the metropolis.",2020-11-20
0,7.623,0,743417,en,[],Breakout Brothers,0.0,,2020-12-03
1,5.643,0,696177,en,"[53, 80, 18]",La Femme Anjola,0.0,A psychological-thriller film noir about a young male stock broker whose life is turned upside down when he falls for a femme fatale married to a wealthy gangster.,2020-12-01
2,6.424,0,547565,en,"[27, 53]",The Night House,0.0,A widow begins to uncover her recently deceased husband's disturbing secrets.,2020-10-01
3,7.082,19,507773,ko,"[18, 53]",Bring Me Home,6.9,"Six years after her son went missing, dedicated mother Jung-Yeon still hasn't lost hope - even after her husband's shocking accident while rushing to follow up on a potential sighting. Although she's in mourning, drowned in despair for her losses, she doesn't give up. Just when everything feels like it's in vain, she hears about a young boy living in a fishing community outside the city who seems to resemble her lost son. Facing strange surroundings and corrupt cops covering up child abuse, Jung-yeon may not be able to handle all the obstacles in her way, let alone fend for herself.",2019-11-27
4,5.298,0,637202,ja,[16],Fate/Grand Order The Movie Divine Realm of the Round Table: Camelot - Wandering: Agateram,0.0,,2020-12-05
5,3.177,0,667935,fa,[18],There Is No Evil,0.0,"Heshmat, an exemplary husband and father, gets up very early every day. Where does he go? Pouya cannot imagine killing another man, yet he is told he must do so. Javad doesn’t know that proposing to his beloved won’t be the only surprise on her birthday. Bahram is a physician but is unable to practice medicine. He has decided to explain to his visiting niece the reason for his life as an outcast.",2020-12-03
6,6.02,0,762311,en,[18],Sisters,0.0,"Meabh, a spirited fifteen-year-old, shields her two younger sisters, Lucy and Aine, from the ongoing neglect and abuse they are experiencing in their catholic children’s home by telling them transcendent Irish Fairy Tales. Desperate to protect them, Meabh takes the blame for her sisters’ rule breaking, resulting in severe punishment from the head nun, Sister Joan. Fearful her sisters will be adopted by another family without her, Meabh plots an escape.",2020-11-22
7,5.414,0,605680,ko,[80],Collectors,0.0,"Kang Dong-goo is a genius robber with a unique touch and intuition. He works with antiquated burial place mural expert, Dr. Jones and legendary shoveling master, Sapdari. There is curator Yoon, an antiques expert, she offers an appealing but daring heist idea to Kang Dong-goo.",2020-11-04
8,6.429,13,424201,en,[18],Burden,6.0,"Ku Klux Klansman Mike Burden opens the Redneck Shop and KKK museum in historic Laurens, SC. He subsequently falls in love with a single mother and, under her influence, quits the Klan and is taken in by an African American Reverend.",2020-02-28
9,4.961,0,718084,en,[99],The Last Hillbilly,0.0,"Kentucky. For decades, Brian Ritchie's family has been living in the heart of the Appalachians. But the mines have been shut down, with nothing to replace them. Caught between a mythical past and an indiscernible future, Brian is one of the last witnesses of a vanishing world, that inspires his poetry.",2020-12-02
10,5.837,4,744738,en,"[27, 878]",Dune Drifter,5.4,"When the trainee pilot and her mortally wounded gunner are shot down, they crash land on a nearby planet. An enemy craft offers the chance of spare parts to fix her ship, but then she spots another survivor - an enemy alien soldier with no intention of letting her escape.",2020-10-24
11,4.562,0,763180,en,[],Esquirlas,0.0,"On 3 November 1995, the Rio Tercero Military Factory exploded in Cordoba, prompting thousands of projectiles to fire and spread in the surrounding villages, in a tragedy that would leave seven dead and hundreds injured and affected.  At the time, Natalia Garayalde was a twelve-year-old girl who lived with her family near the place, and he was still playing filming with the video camera her father had bought, when she recorded the immediate moments of the burst, while her family escaped the explosions, as well as the daily activities of the village in the days and weeks that follow.  Twenty-five years later, that material captured from a girl's candid and surprised gaze it becomes a thoughtful and painful testimony about the family, the destruction of a city, the traces of horror, the sinister truth about the case.",2020-11-23
12,5.457,0,633515,nl,"[18, 10752, 36]",The Forgotten Battle,0.0,,2020-11-26
13,4.927,48,613319,fr,[35],Selfie,5.6,"In a world where digital technology has invaded our lives, some of us end up cracking. Addict or technophobe, with family or at school, at work or in love, SELFIE tells the comic and wild destinies of Homo Numericus on the verge of a nervous breakdown.",2020-01-15
14,6.26,0,583293,en,"[18, 9648, 53, 10749]",Complete Strangers,0.0,"A recovering alcoholic returns to his hometown after a hiatus, and falls in love with a man who will turn his world upside down.",2020-12-01
15,6.292,0,741032,en,[],Danyka,0.0,"An old writer comes to visit a friend's house along his wife. There, he meets a young girl.",2020-11-26
16,4.199,0,653756,es,[99],The Mole Agent,0.0,"When a family becomes concerned about their mother’s well-being in a retirement home, private investigator Romulo hires Sergio, an 83 year-old man who becomes a new resident–and a mole inside the home, who struggles to balance his assignment with becoming increasingly involved in the lives of several residents.",2020-12-11
17,5.035,34,660330,fr,[18],Night Shift,6.3,"Three Parisian police officers are charged with driving a stranger back to the border. However, Virginie realizes their prisoner will most likely be killed upon return to his country and so goes about attempting to convince her fellow officers to release him.",2020-05-21
18,4.251,0,745589,fr,"[18, 53]",Villa caprice,0.0,,2020-11-25
19,6.157,74,573650,it,"[35, 18]",Bangla,6.1,"A 22 year-old Bangladeshi-Italian Muslim boy meets a beautiful, exciting Italian girl who makes him re-analyze his beliefs and culture.",2019-05-16